24543,22784,26216,26592,27596,25030,22983,22793,22483,22927,26004,22681,22647,25462,25877,22798,43418,22833,29925,38782,23313,27287,28171,22941,22702,23162,22838,22841,24636,23184,23101,22565,23126,29011,24332,25004,22387,28822,24957,45926,81992,35171,34488,30971,22325,24105,21836,20267,21593,20826,25294,19172,22818,22471,24709,25825,69769,31166,20619,25029,27932,23673,22661,19757,23604,22591,22645,22590,22067,21347,21962,23056,22219,20315,22139,22914,24415,24019,27860,21513,24009,24428,26854,23105,23024,22179,23899,21196,22445,22012,21307,23421,22467,21649,21419,22958,32816,41105,38563,21207,20208,21787,20036,23663,21176,22085,23707,22586,21713,20119,23971,21322,24494,20996,22076,22680,25260,19970,38767,23954,24169,21611,22032,20437,24053,22809,23103,89434,67707,31948,26967,24658,34680,66253,36958,23622,22307,24015,24544,23812,22939,28352,24630,23217,24649,21824,27981,23517,23004,24680,26379,23875,23003,22582,25195,25475,24360,25439,23276,24583,25718,22963,24459,29168,25759,23017,25779,25474,23486,25306,33626,44173,45516,28350,22135,21406,23906,24798,25389,23277,27072,25466,23036,22497,21751,21702,23233,23747,22158,20451,25686,22502,39085,23082,23872,21973,23175,23465,22853,21842,21593,22784,25787,21515,25259,22942,21445,23374,22826,25655,33252,37761,42214,24670,86503,75323,28634,40303,26414,24507,23744,23582,25294,25249,21986,21925,25207,27440,24443,25075,30004,23463,27849,23331,27649,23025,21999,20874,23346,23391,22953,25523,25207,23312,33539,43844,35425,24988,24110,24457,27507,22616,25484,26668,23740,25509,23942,26805,24533,20091,24890,25979,24641,24137,27259,22551,24017,20550,22161,21745,20884,21193,25118,21875,21756,24026,21787,21938,20312,21684,23971,20477,20736,21548,21875,28961,38639,22482,29232,22299,22349,22539,25432,21647,20826,23632,21184,20397,24698,21251,23155,61589,101902,23867,28282,24296,23263,23096,25670,23197,23211,24728,22112,22892,24197,25286,31604,23288,24227,25069,22489,537299,51251,22869,33043,24041,25991,23299,29955,21812,26002,22623,20909,23522,24643,23771,24917,25290,25639,33799,42390,28497,25640,23246,22599,24313,25334,21288,21233,22881,23068,23243,25283,27427,24351,25180,27098,22734,20860,25449,23530,23681,25025,20102,24730,24190,21211,22610,22372,25073,25159,25704,24112,26580,24603,20354,25701,23116,24206,23099,43386,32579,25593,25756,24897,24269,23461,23001,22823,23344,25899,20135,111826,52541,26472,27188,24708,27287,25660,23094,26780,27768,24554,21655,24188,27750,26153,25231,27119,25503,22139,21939,24183,22038,21374,52684,25917,22654,24530,23166,21157,23903,23003,40195,26989,21976,23310,24096,22212,21291,23358,22984,20758,21905,23935,19755,25347,21427,20833,22198,20808,21985,21778,23247,20829,20975,24750,24854,20934,22648,24276,25051,23310,22233,21649,25596,25302,38060,20070,24782,21756,20429,22775,23232,23368,20543,22641,24965,21847,21759,21787,21555,22447,21916,24240,22076,22080,40645,85094,56731,28784,26713,33529,21008,24130,25543,21580,21283,23058,25351,23996,25297,25116,32971,36492,26949,24523,25472,23614,27757,27102,24347,22267,24418,25105,28368,23363,25156,27327,27561,22265,24326,22703,21890,22903,21969,25266,24035,25114,23872,23965,23536,24988,21915,20007,24781,22532,22312,20567,22743,25270,22085,24853,40343,37411,22690,27066,23016,23303,21464,22799,23289,21851,21148,27265,23437,22287,23696,24806,25524,23060,22602,30045,25146,25184,25238,25510,22286,22000,22166,31231,25838,23183,27352,24157,22464,22629,22674,23720,24783,21434,21194,23549,24189,30480,33798,82874,79633,26495,27788,30120,24501,24047,24550,22493,23396,20801,23069,21193,23021,23743,24340,24788,22537,24024,25600,22041,23835,23788,23754,23259,27131,24361,27522,22024,22759,25352,22984,21447,24624,33704,21957,23526,24386,22920,22204,21587,23057,19989,21881,21455,21956,21986,23904,22931,21231,24410,22381,22346,21366,23321,23402,21633,21713,30340,25801,21990,24284,22410,25856,23264,30265,37677,25624,24640,22208,36744,22776,23688,23601,22853,36750,25479,25986,23222,30251,24864,25434,22270,24157,125403,41429,26092,27295,23117,22253,22534,22365,29600,25601,21470,22237,22289,21748,21490,23961,23644,21505,25453,25003,22999,25683,25442,22694,22280,22567,27420,26372,27470,21991,23868,23674,22703,23009,28296,22704,23930,24136,22719,22057,21789,21614,23656,23965,23690,23250,24104,23786,22401,22821,21704,20379,21640,23227,20333,21917,23933,21626,23163,23846,23697,24719,25602,26877,25056,26583,24947,26952,28084,26860,31411,25198,27143,25143,24549,22785,26091,22591,24648,25882,24678,23711,24079,24715,24123,23543,23279,25526,25569,21410,22652,40303,490376,29964,23695,22628,21036,27409,23066,24006,25564,68913,92666,26749,26809,36311,21676,23678,22611,22960,22288,21516,21483,23141,23433,21723,22911,27814,22166,22645,23122,21005,21536,23120,22113,22580,24913,41108,22592,21087,22914,22298,26053,21507,22332,21256,23394,22771,22779,25012,22958,21422,23426,21900,25209,23123,21357,26249,21636,22042,23010,26208,22989,23770,23606,22493,24164,22323,23028,20250,26521,22545,23991,23796,24476,29353,22023,22282,22679,39371,44972,23641,22150,24179,23792,21947,23192,21847,23677,25493,89667,71337,24635,31226,23037,21484,22174,23741,20343,21198,21900,21696,25232,23685,20458,23871,21518,22188,20618,21369,39371,22160,24561,20508,21715,26793,39443,29849,21959,20381,20516,22995,24105,22420,21401,22171,19572,24885,21874,21412,21574,24011,22489,22417,24022,21921,23368,22050,20823,22096,22111,21766,22965,23096,22004,23693,22370,22216,20648,20373,22013,21212,21359,26418,22797,22010,20561,21640,24152,33644,26452,21820,25144,20518,22008,22323,20679,24277,20469,21502,22026,25728,21490,22354,20649,24442,21215,22247,20159,20588,22477,22165,22380,21821,23307,24493,22795,21332,22525,23177,21582,21491,22574,23657,63498,96243,24717,38612,40705,25028,25884,24875,24265,21698,26174,22337,21934,21089,22482,22708,21387,23227,22735,20738,20692,21802,21631,19467,41604,22779,21075,22712,22046,21550,21380,24986,23984,21117,23240,21981,24450,21812,23034,20332,21753,24611,23353,23754,22079,26731,38574,22739,24211,22576,21875,24546,22308,24211,22923,22349,23002,26784,23912,22622,23057,24067,21383,22227,22815,22700,25007,22191,22341,23679,24650,23042,22146,23105,24413,22116,20388,23710,75350,90634,27560,27039,39222,34249,25633,24391,21670,22424,22746,21952,23308,23487,25120,24401,24593,25306,23998,28268,24422,22867,20778,22711,24000,20229,22740,20973,25651,21514,25318,21523,26836,23384,21642,32133,21677,23418,22418,23372,24006,24304,22913,25411,21618,28355,31261,22855,30821,24651,22355,23629,28586,24156,25007,41060,26656,24165,22755,24094,21530,22946,23346,22285,20961,21882,26579,23751,21172,25225,22622,22112,21805,34511,20932,24267,23196,23058,22067,21964,23950,24696,20363,20644,21674,21430,33141,20620,24037,20335,22902,20158,23557,22605,22859,21505,30063,21271,22823,24388,19833,22695,25269,24000,22985,21467,22875,127519,33064,25352,28323,25298,21744,22144,20987,24216,22286,22543,21532,26220,22294,22504,22215,22227,37606,23895,21892,22700,23698,21622,21527,20583,26234,21764,28578,22661,23397,20978,21920,21557,20914,21635,22081,21994,21913,22974,22719,21985,21391,24515,23019,22407,23748,21274,29924,20754,22802,21891,23436,22403,22333,25568,22611,24599,38721,26979,35162,24700,22171,22062,22803,21872,25207,25189,26736,22566,27306,22587,24260,23946,53765,102336,29398,31338,25529,25459,22003,31089,21103,23550,23005,24481,26249,22601,24952,20775,22696,20950,22399,23169,20996,21721,22802,34659,24313,22828,24313,27239,25246,25143,27192,23756,22802,23589,25815,19989,22382,24549,25212,22615,20656,20654,23276,25913,21908,23164,35515,24163,22877,25513,22911,26459,23058,22161,22029,25880,24853,26886,23987,20340,22118,22909,20882,23844,35980,22906,26540,25518,20768,23267,22319,22712,23526,23449,20938,22316,25036,24005,23192,22035,27384,23948,22861,22483,24742,35761,22618,22316,24285,21143,22549,22506,23036,23699,38377,24780,25074,32182,22123,24824,26670,22441,24074,24793,32786,26000,23377,26007,22557,21120,24446,56894,106852,25188,26941,30464,24586,25086,25418,28459,23177,30053,24430,30956,24536,20809,21177,28946,22562,25431,26168,24301,23106,22767,22835,24170,22486,23783,23570,41714,34869,23997,22670,23553,30359,29771,24857,21285,23145,24076,28402,23214,24173,22008,25483,24126,22474,22397,20543,27853,20768,20413,29802,29642,23559,20653,21547,21297,21567,20163,28130,20050,22622,20880,21918,21726,22248,24687,21781,30552,151862,46283,28323,24800,24658,31476,26012,26364,33280,31953,25534,24472,23251,23016,21350,39157,22637,26050,22901,23018,27739,26129,25927,23895,22678,23272,25028,23115,23955,27479,22652,23558,21671,39134,29432,23610,22916,25463,21229,23879,23356,22978,25258,23084,22574,23086,22856,19966,23087,22778,25581,23844,22334,22410,23315,23973,25873,26360,27875,23669,24923,25765,25308,25438,26680,23836,24709,22613,22475,23276,26730,24578,27480,25531,44660,24833,24951,24846,19952,23526,21741,20977,23730,24840,25895,21759,27306,22905,25000,23630,26008,23199,26321,23349,26184,20742,24012,26450,22335,22378,23237,23622,23151,24136,22508,21517,23014,24011,24671,24807,75500,72032,48921,29259,35759,21903,23896,22009,22670,22607,22564,22029,24332,35173,444477,24859,26164,24772,26063,25061,23282,21807,24904,32783,21916,20981,24228,25101,23461,23053,25067,26603,22147,20547,23692,24271,23955,23169,22548,22582,24804,22636,24228,25804,25158,22581,24174,22519,24313,23327,20860,23735,24145,25442,24600,22971,22559,23394,25131,22008,22439,25915,20209,24623,26081,36462,25545,23947,105746,65273,26179,28096,22112,22138,21517,24882,20848,22414,22720,24710,22221,24306,22263,24153,21753,25586,21079,22012,21602,24240,23517,22357,20785,22329,22598,22710,21489,22808,23623,21770,21352,23047,36427,22968,24596,24551,23805,24784,22374,22616,23387,25295,24271,23381,22312,23003,25584,22734,21997,24292,23032,22183,22290,26187,21763,37907,25029,25727,23482,22051,22062,23356,22987,22079,20061,26364,24579,22075,24281,25172,21802,22902,20871,21908,31570,21566,22020,21644,23736,21806,20421,20854,22727,25251,23264,24178,21192,23224,22720,21775,30665,24387,21531,23123,21763,22386,22055,23997,23231,21865,26065,22578,22562,22531,23187,23112,21675,20219,22183,24957,23976,21603,21162,22159,23946,20452,143959,25295,28205,28983,28750,22771,24550,22848,22712,23678,23281,21468,27099,26185,21582,21571,22887,22788,21267,22835,21969,24745,24766,25053,20688,26498,21030,23316,23282,22245,21030,21668,20523,21865,23552,21579,20857,20376,19458,36074,21767,20800,20220,28312,21934,21100,22242,24458,22591,24356,39249,24965,23550,24260,22116,21962,24361,22404,21865,21737,22949,21514,25058,22439,31045,41910,83624,61406,31177,26552,24139,27723,22666,25583,22988,37220,25073,23583,27076,27518,23955,25600,25219,22748,23697,23352,22131,25681,23686,24383,23748,26999,27400,21471,25126,25069,21987,21660,22651,24560,24082,25734,24231,23370,25626,22095,23215,23618,24690,21854,21807,23532,22617,31314,20439,30350,29247,24076,22598,22446,23033,24033,23144,23267,22468,21095,23084,24265,22814,24348,20756,21313,24139,25795,20812,21871,24270,22935,21600,20443,22071,20236,24506,22515,23718,21619,26907,21029,21090,21422,22080,22912,22545,22739,22611,20678,22568,21815,22325,50652,22885,22156,30832,24960,23348,24773,22797,23139,25922,23606,23282,23493,23892,22949,20950,25778,22807,22036,21107,22229,23299,22656,22459,43261,121276,24567,26034,29546,24184,23385,24817,24404,22311,26607,31385,32575,23064,24771,22641,23462,25475,22153,24955,26966,22681,24916,24774,24178,22386,23681,25142,26607,23446,23400,23318,25412,25989,25479,22263,21987,23724,24087,22132,22366,25397,25547,24402,25043,30402,22313,22783,21893,25874,38115,32821,32933,24866,23693,26216,27399,23794,25462,24317,27680,23244,40255,100816,52552,26635,25334,23034,21986,22590,22536,26229,21465,23860,22650,21673,20006,22590,22336,23227,22833,22245,30112,22093,22719,39097,21511,35984,23824,22489,21064,22680,24465,22446,21381,23715,23221,21861,22620,22021,21039,24055,22207,22820,22615,23679,22231,23371,22749,23036,24414,22950,21416,23186,21963,30675,22580,21013,24163,22466,22961,22344,26108,24187,24061,21728,22957,22667,22516,20156,35677,31864,20408,21671,22171,21970,19866,24705,24366
2414411354
3370,1862,1296,1274,1832,1667,1560,1186,1516,1180,1464,1647,1536,1175,1688,1914,1466,1817,1380,1341,1297,1861,1359,1487,1805,1999,1174,1172,1576,1674,1539,1392,1709,1189,1190,1744,1472,1831,1796,1632,1612,1311,1332,1740,1243,1349,1601,1538,1205,1487,1880,1358,2067,1875,1459,1254,1457,1186,1418,1607,1941,1190,1785,1926,1822,1170,1682,1485,1460,1175,1583,1583,1197,1412,1898,1401,1414,1591,1507,1199,1511,1835,1337,1726,1758,1331,1870,1808,1654,1342,1469,1601,1246,1324,1402,1378,1213,1702,1798,1416,1738,1680,1175,1841,1718,1981,1213,1449,1695,1534,1351,1557,1909,1324,1831,2042,1903,1153,1574,2035,1199,1690,1925,1180,1172,1541,1175,1167,1520,1195,1175,1539,1201,1372,1578,1174,1198,1952,1954,1298,1617,1905,1174,1548,1660,1177,1709,1524,1177,1830,2110,2047,1287,1332,1878,1701,1300,1217,1798,1210,1610,1879,1178,1554,1491,1168,1457,1734,1362,1578,2025,1308,1622,1858,1179,1609,1684,1249,1597,1942,1283,1480,2132,1280,1895,2114,1253,1175,1578,1379,1121,1852,1739,1218,1816,1910,1350,1823,1799,1702
193728,180249,110289,89203,90593,83996,88070,81294,80782,80718,98308,85624,81191,84034,84654,80884,96253,84592,82682,79161,97161,88902,80850,94355,93777,85301,84736,81889,85730,82075,85804,84049,79572,93127,87722,83060,109493,94884,99207,89639,91396,94944,81882,80765,80058,98148,84390,78989,82463,80587,89447,191611,110768,87762,82167,80332,86978,80771,97205,88891,83792,91868,98343,99489,79858,96973,86242,84202,82030,81861,83235,83230,81370,99615,96764,89827,83478,84824,80262,84053,86005,83197,84418,99090,81212,109636,100742,87471,80944,83555,80130,80681,82690,81136,82214,80769,97344,85597,79811,85985,90995,84118,107294,88788,89656,83877,80860,99787,86349,82129,82878,87578,82846,91298,97750,87623,81330,80936,87388,82655,90057,95475,80602,81601,87174,80621,82762,81516,81917,82406,80259,79522,81297,82205,80938,80226,95838,82391,82805,81862,82066,79905,88622,83862,80029,85966,88771,80297,96578,106483,95097,81010,80371,95329,84893,80030,81084,81967,79982,83982,81691,81085,82183,81881,79853,82375,82202,81249,81396,79228,82822,84110,86206,80158,81891,81467,78288,80294,82745,80758,82549,80081,81757,105953,94483,82774,82210,81402,80712,80891,99416,83153,79552,81644,83893,90880,95180,84390,83642,83062
1174,1930,1711,2819,2235,2884,2016,2865,2060,2608,2879,2327,2736,2802,2022,2800,2410,3021,3151,2359,2830,2935,2426,2556,3187,2497,3001,2104,2800,2438,3128,3047,2792,2759,2060,2831,1971,3184,3044,2974,2079,2728,2524,2609,2921,3130,3002,2567,2829,2847,3098,2806,2930,2933,3341,3091,2695,2152,3143,3157,2801,3020,2984,2653,2758,4614,3094,3292,2421,2748,2086,3048,2416,2914,3070,2725,3078,3060,2071,2993,2491,3072,2181,2843,3000,2237,2993,2150,3102,2195,2890,3091,2356,3304,3240,2852,3125,3106,2516,2922,3211,3357,2852,3065,2420,2695,2667,3160,2932,2913,2770,2934,2387,3215,2958,2802,2942,2091,3073,2320,3183,2482,2842,2964,1862,2822,2448,3196,3069,3098,1939,3192,3207,2704,2880,3034,2477,2378,3216,2905,5245,3149,2812,2718,2974,2030,2908,2014,3186,1978,2731,3210,1835,2960,2855,1951,2868,2394,2690,2447,2452,2705,2893,2396,2897,2784,3232,2083,2737,3156,2977,2348,3072,2877,2835,2576,2949,2571,3003,3005,2831,1960,3012,3272,2528,2962,3105,3232,3189,3248,2958,2989,2974,1996,2761,3188,2910,3047,1990,3007
18772,17614,17892,16116,18397,15747,17422,17607,16919,16262,15983,17882,18132,16366,17955,15123,16621,17249,17200,14609,16599,17534,16686,15318,17828,16959,19073,16218,16537,43632,47033,72317,25263,28264,27456,28080,29006,26688,23071,27839,28095,24140,23280,26404,22494,28239,19492,24435,26095,27549,19575,32134,27632,27796,28588,30442,25678,18043,17422,16788,17027,17860,17090,18754,19102,16926,19382,15535,18345,19948,15450,17482,17204,17251,25550,40900,26362,28295,23233,23488,23727,25452,27862,22895,28031,28160,29039,17172,15273,17445,16976,15336,17227,15677,16839,18220,18591,15784,18711,15983,19045,16248,18376,15982,16609,16203,14465,66417,95340,20334,19083,17217,19566,17797,16698,16360,15793,23788,23585,25114,21260,25738,25346,22902,24572,24980,24998,25212,26415,27310,25982,18418,14651,16417,17959,13466,18213,15949,16345,14660,15506,17592,15137,17053,16140,17185,17801,12599,16982,14703,16096,16571,16064,17937,18760,19706,14640,16400,15270,18402,18379,15103,16455,14955,18465,17264,16408,16569,17498,17982,24678,21888,25331,28061,18453,24953,25580,23424,23169,20182,22463,25331,23225,26666,18557,14542,15507,16179,14905,18095,17573,17923,15698,16885,17178,29525,17652,18351,16107,16199
719382,699788,1252198,718043,658627,714431,597683,705860,892431,865373,812597,574864,935772,985930,942464,798233,590988,692695,870391,678391,778994,683886,751054,641770,752003,733674,865644,656944,603519,759557,777126,628317,897166,753830,735557,610846,1462729,638778,878886,763610,779431,687507,934858,653379,854843,720645,589503,746077,854904,621172,764951,715596,685475,577073,850073,789582,875604,601304,700224,811437,815839,615896,856424,781896,681131,626328,903763,879112,1270595,725711,725590,550044,868464,845320,739554,610409,707024,750382,852282,744804,663213,739477,630386,634037,885470,843594,673915,623873,737342,645401,612405,855235,886468,706882,637968,780060,893413,704166,759032,750082,788913,687007,694425,1540790,650187,662544,799455,790393,797060,813202,685751,743853,582447,669582,825006,833824,615641,701032,760564,625630,653871,961736,682093,551555,692512,748582,599130,870032,960164,762185,683251,628729,747883,969200,712479,566889,722281,1155428,709381,935916,658821,714681,751253,754298,622376,1015119,670721,692450,594412,735499,771064,958238,568268,723157,719991,577151,713810,856419,838564,560901,730316,716226,573713,755005,1017050,795032,650642,676722,742841,817819,868907,599175,1284045,645315,744618,792840,819885,628391,727006,670504,630918,747263,978362,689918,580563,723211,697403,566106,962872,689548,668534,648217,719501,646560,729177,872114,732913,673968,665894,753218
2469371,2248611,3004294,2262980,2274638,2322309,2240302,2097524,2111110,2041751,2278437,1966012,2448895,2216087,3049141,2340631,2474147,2330337,2299161,2685627,2485714,2691517,2520633,2364975,2603523,2790620,2507776,2185181,2619134,2257135,2384361,2420489,2288129,2651698,2234877,2629256,2516662,2473708,2109083,2487138,2161428,2463026,2288487,2377832,2239838,2404253,2400891,2168412,2806440,2256136,2257383,2313891,2377844,2204764,2177338,2312472,2242130,2301847,2332236,2332257,3014016,2087496,2403814,1953557,2496825,2058264,2186623,2282096,2471393,2131566,2131300,2162118,2317393,2565422,2180011,2274819,2215903,2184594,2264611,2358665,2162797,2087008,2162130,2125101,2190423,2353576,2596029,2327730,2202793,2186871,2149917,2141617,2095931,2073624,2118249,2268190,2203216,2025441,2345065,2008521,2738720,2071362,2250037,1945601,2064123,2176597,2184688,2156768,2171497,2055313,2416593,2133425,2160887,2565220,2007283,2291749,2000350,2201465,1960247,2163424,2060675,2079867,2204724,2096689,2113346,2047528,2317440,2508100,2161746,2036078,2204417,1986906,2221303,1979657,2013576,2261376,2234916,2116367,1975545,2265975,2058667,2733845,1986707,2225334,1899575,2220556,1982776,2087876,2352265,2137327,2212442,2032947,2205874,2016368,2362824,2374511,2238555,1956179,2076082,1885750,2155682,2185061,2005073,2240421,2041820,2318899,2069282,2344572,1771735,2652313,1902253,2224291,2067993,2150774,2172870,2056035,2190392,2014386,2287006,2067936,2234906,1882374,2335168,2443057,2145562,2163933,2252343,2051533,1944706,2152874,1838977,2229413,1946970,2282356,1933994,2092599,2133229,2639334,2031306,1948022
12553,12184,12946,14467,13767,14243,13258,16125,14685,15484,14934,14338,12707,13426,13691,14707,15560,14505,14711,14612,13898,13266,13293,14955,15021,13609,15339,14554,14629,13512,15632,14266,14371,14482,14128,14133,12056,12937,14546,14560,13936,15303,13972,13709,13780,13471,20786,27479,25520,26451,20591,27338,21109,22883,22075,17896,23974,22883,21586,22429,25009,23633,17233,20842,26625,22453,29361,14612,13981,14858,14422,19637,14027,14941,14769,14297,14437,15159,13628,14464,13499,14986,15152,14309,15003,14971,14867,14633,14863,15350,13968,19994,25369,25215,25069,15947,14739,15819,15929,14854,13573,12917,14480,15517,14029,14460,14269,31090,13826,14132,13265,14619,13976,14736,13900,14009,14964,13377,13024,13729,14493,15995,14233,13325,13106,15159,56313,63551,31321,16420,18965,16061,16501,14271,18160,14435,22599,21228,19293,22079,20080,25388,25035,19600,16050,14419,14870,15647,15926,14092,15373,14194,17192,15771,14532,13311,13233,12852,14170,16245,15115,14733,16060,14503,14918,15599,15124,14443,13457,17183,15049,52839,50374,38212,17295,18039,17300,15819,14658,13689,14120,15372,29713,22658,20931,24466,22920,25020,22207,27466,20562,15580,16684,14365,16082,16367,14270,15159,14236,15283
92298,98706,89998,87622,89760,94746,123671,175631,97798,99926,117246,91724,72171,85814,65981,91013,124387,125293,84583,74117,66205,74012,72762,79837,70171,73030,67242,85699,118799,74893,74562,75694,208200,70435,69093,66709,67370,65958,69307,110440,75265,67129,64632,111040,149169,73013,70252,70379,75007,69644,96118,127402,86572,70735,72818,74373,66912,75613,75741,75187,67680,94279,94781,148943,89319,72049,76621,73163,71283,67835,68126,71900,69245,73780,89150,152616,65911,74937,72775,72029,72932,73463,75332,62678,76755,70453,64463,204855,123735,80612,69850,69815,72594,66369,74752,80868,83237,76848,108365,222486,77442,64757,71443,70957,70706,67090,75821,71879,73590,93269,134217,66398,65537,71551,64742,66590,69172,76401,530481,120851,85695,79630,67214,72695,73481,68650,64710,73295,71138,114891,79240,64625,71958,73821,78284,76234,67446,71188,71943,91497,66596,171354,158679,99761,81316,77405,75320,79144,63074,71586,69550,75600,98599,231571,87518,66286,70346,80644,70616,64367,86280,67959,73029,102829,106211,97203,65149,72515,70495,65967,75249,89120,73119,66880,78177,93119,116814,98086,75411,69225,65904,68017,76447,76726,71628,66721,70379,67265,91042,101691,80147,68949,66848,63654,174759,78416,72316,65548,73025,85285
1478851,1227621,1245215,1491113,1134401,1117901,1345034,1420702,1232446,1201995,1265856,1237850,1137292,1177086,1327506,1299659,1129580,1645989,1233124,1258272,1114638,1207533,1252197,1286359,1246383,1295870,1306722,1167569,1167340,1336590,1303592,1145229,1175264,1312613,1316961,1086836,1116007,1249499,1297264,1233893,1309678,1087357,1229440,1564424,1246240,1176714,1302034,1170860,1284148,1159941,1268053,1108600,1267528,1151703,1253144,1061540,1278288,1125595,1266669,1174162,1231966,1289317,1231659,1162241,1241275,1283206,1129462,1193639,1272128,1687663,1144924,1146022,1221157,1262042,1154344,1174610,1233675,1293894,1118928,1295673,1113335,1289797,1189642,1254482,1146135,1203889,1083402,1251040,1120181,1218419,1142623,1282718,1163493,1286696,1071092,1229572,1536930,1267934,1082814,1221642,1151315,1296710,1094372,1266929,1094867,1264981,1176352,1261676,1178323,1271406,1147134,1277044,1076529,1212336,1160001,1270246,1138611,1224734,1079122,1253865,1155353,1273243,1116534,1596825,1042383,1142730,1236868,1214262,1115421,1098911,1248264,1284056,1171933,1100458,1253725,1241741,1166988,1063149,1255336,1249922,1158053,1179472,1302669,1273140,1134592,1148193,1249086,1209322,1163462,1119315,1276188,1627526,1077170,1059929,1225273,1301110,1131529,1151964,1256061,1217847,1187987,1083855,1228635,1256360,1071862,1043707,1222087,1239267,1122045,1127939,1256404,1076364,1231141,1151779,1167139,1262421,1272653,1148441,1099398,1603276,1239661,1165840,1160120,1200221,1282525,1122668,1139184,1243009,1230019,1110751,1114932,1198311,1256882,1151694,1128074,1190250,1223973,1087249,1047770,1263443
