uid, ndata, decay, undecay, delete, restore, category_anon, category_reveal
9551, 6, 5118, 6035, 6535, 7388, 1842, 1078
9561, 0, 1952, 527, 2987, 561, 883, 56
9571, 6, 5488, 6452, 6839, 6772, 1704, 845
9581, 6, 4302, 5748, 6240, 6093, 1847, 1084
9591, 5, 4681, 6213, 11909, 7499, 1267, 61
9601, 3, 4101, 3125, 5814, 4260, 1584, 993
9611, 6, 5348, 5288, 6989, 7435, 1635, 827
9621, 1, 3160, 1715, 4169, 1751, 1083, 61
9631, 7, 5416, 6822, 7393, 8238, 1786, 1087
9641, 2, 3605, 2767, 4963, 2952, 1059, 62
9651, 2, 3808, 2466, 4466, 3384, 1615, 874
9661, 2, 2738, 2112, 4287, 2213, 1030, 60
9671, 7, 6112, 8134, 8990, 9982, 2119, 2159
9681, 9, 6623, 9470, 11183, 11462, 2365, 1710
9691, 7, 5987, 6835, 8231, 9554, 1340, 59
9701, 6, 4473, 5160, 7170, 6551, 1702, 866
9711, 0, 2358, 597, 2619, 546, 1015, 63
9721, 2, 3042, 2520, 4742, 2886, 1025, 59
9731, 5, 5436, 5365, 7415, 6979, 1240, 65
9741, 6, 4947, 7175, 8563, 8761, 1271, 68
9751, 2, 3740, 2652, 5386, 3355, 1818, 895
9761, 4, 4709, 5022, 6138, 6123, 1074, 57
9771, 1, 2734, 1663, 3766, 2028, 1070, 64
9781, 4, 3604, 3307, 5532, 4190, 1229, 61
9791, 3, 4076, 3136, 6295, 4385, 1740, 887
9801, 3, 4162, 3523, 5521, 4283, 1100, 61
9811, 1, 3181, 1606, 3785, 2077, 1031, 70
9821, 8, 6095, 10182, 10577, 10259, 1853, 891
9831, 4, 4532, 3957, 6543, 5585, 1588, 938
9841, 7, 5543, 5979, 7541, 8849, 2015, 1656
9851, 2, 3925, 2731, 6143, 3788, 1571, 795
9861, 6, 5333, 6329, 6988, 6933, 1800, 882
9871, 6, 4405, 5729, 6596, 6937, 1966, 1685
9881, 4, 4779, 5331, 6461, 6542, 1060, 60
9891, 3, 3860, 3927, 6147, 4017, 1706, 818
9901, 3, 4206, 3931, 10566, 4150, 1152, 72
9911, 7, 5995, 7995, 8334, 8145, 1960, 1863
9921, 4, 3986, 3559, 4427, 3605, 1719, 1012
9931, 5, 4531, 6410, 7879, 6704, 1359, 69
9941, 0, 2376, 571, 2991, 548, 921, 63
9951, 3, 3974, 3514, 4832, 3672, 1725, 956
9961, 6, 4821, 6799, 8133, 6996, 1680, 933
9971, 2, 3439, 2560, 4603, 2860, 1018, 70
9981, 3, 3838, 3165, 4685, 3829, 1131, 82
9991, 3, 3945, 4215, 6509, 5116, 1587, 969
10001, 4, 4851, 4992, 6981, 6044, 1179, 65
10011, 6, 5792, 6481, 8815, 7702, 1261, 69
10021, 3, 4030, 3469, 5421, 4240, 1885, 1988
10031, 7, 6290, 8976, 10145, 11008, 1948, 1506
10041, 3, 3855, 3154, 4676, 3768, 1667, 955
10051, 2, 3385, 3153, 5779, 3258, 1664, 891
10061, 5, 4587, 4628, 6254, 4730, 1680, 873
10071, 4, 4457, 4234, 5231, 5113, 1812, 1075
10081, 7, 5407, 7360, 9520, 8884, 1683, 882
10091, 0, 2353, 585, 2529, 620, 979, 63
10101, 4, 4027, 4949, 6923, 5174, 1166, 71
10111, 6, 5208, 5279, 7090, 7348, 1795, 884
10121, 2, 3608, 2201, 4609, 2575, 1096, 58
10131, 5, 4101, 5037, 6142, 6013, 1765, 858
10141, 1, 3128, 1737, 4774, 1781, 1051, 67
10151, 7, 5541, 7168, 8237, 7423, 1738, 969
10161, 4, 4396, 4408, 6018, 4507, 1057, 68
10171, 7, 6087, 6739, 7991, 9703, 2142, 2242
10181, 3, 3728, 3892, 5504, 4051, 1096, 69
10191, 5, 4433, 5375, 6640, 5427, 1832, 1002
10201, 4, 4419, 4664, 6317, 5537, 1766, 1672
10211, 7, 6129, 7038, 8313, 8532, 1889, 973
10221, 4, 3701, 3926, 5417, 4738, 1086, 64
10231, 4, 4780, 4577, 7114, 6554, 1082, 67
10241, 4, 4951, 4556, 6613, 6497, 2040, 1801
10251, 2, 3065, 2246, 5052, 2947, 1609, 986
10261, 9, 6731, 8227, 10215, 9950, 2503, 2981
10271, 3, 4255, 3861, 6287, 4681, 1146, 69
10281, 6, 5269, 5496, 7793, 8012, 1940, 1453
10291, 8, 6156, 8253, 8680, 10066, 2249, 2339
10301, 7, 5593, 7145, 8128, 7514, 2275, 2282
10311, 5, 5584, 5728, 12891, 8456, 2000, 1487
10321, 6, 4879, 5756, 6799, 6967, 2088, 1678
10331, 2, 3585, 2465, 5190, 2904, 1166, 72
10341, 4, 4527, 4588, 6214, 5541, 1153, 66
10351, 5, 4426, 4623, 5777, 4773, 1774, 948
10361, 5, 5119, 6025, 7608, 6290, 1677, 956
10371, 5, 5272, 6017, 7539, 6205, 1648, 912
10381, 2, 3543, 2479, 4354, 2650, 1541, 977
10391, 2, 2979, 2425, 4090, 2928, 1036, 67
10401, 5, 4417, 4915, 7343, 7142, 2190, 2540
10411, 3, 4307, 3866, 6262, 4675, 1153, 69
10421, 5, 4815, 5347, 6809, 6521, 2027, 1575
10431, 5, 4610, 4964, 6206, 5238, 1209, 70
10441, 3, 3967, 3185, 5513, 3286, 1099, 62
10451, 6, 5516, 6698, 7270, 7231, 1794, 879
10461, 8, 5804, 8958, 9557, 10941, 1818, 970
10471, 7, 5414, 5590, 7371, 7829, 2075, 2330
10481, 1, 3245, 1725, 3749, 1840, 1551, 936
10491, 5, 4590, 6381, 11430, 6733, 1230, 72
10501, 5, 5662, 6792, 8500, 8329, 2314, 1948
10511, 5, 4866, 4594, 6781, 6433, 1857, 1893
10521, 2, 3884, 3213, 5004, 3815, 1134, 66
10531, 2, 2804, 2093, 4349, 2171, 1018, 71
10541, 7, 5979, 7807, 7756, 9751, 1787, 969
10551, 5, 4280, 5290, 6323, 5599, 2068, 1581
10561, 4, 3575, 3929, 5513, 3980, 1152, 69
10571, 7, 6168, 6977, 8416, 8732, 2098, 1768
10581, 1, 2808, 2083, 4647, 2426, 1025, 72
10591, 4, 4519, 4616, 6609, 4690, 1059, 56
10601, 4, 3783, 3647, 5259, 4502, 1614, 855
10611, 3, 3507, 3295, 4458, 3439, 1069, 60
10621, 2, 3117, 2806, 4696, 2805, 1033, 58
10631, 2, 3228, 1906, 3795, 2545, 1127, 64
10641, 4, 3932, 4079, 6169, 4715, 1751, 1443
10651, 3, 5009, 3958, 5688, 4785, 1711, 810
10661, 2, 2833, 2079, 4229, 2442, 1128, 58
10671, 2, 3734, 2548, 5430, 3049, 1127, 58
10681, 6, 5703, 6033, 12948, 7494, 1833, 885
10691, 7, 6431, 7619, 9514, 8778, 1932, 993
10701, 3, 4419, 4239, 6543, 4494, 1175, 67
10711, 5, 4897, 4873, 7313, 6932, 1964, 1368
10721, 1, 2959, 1336, 3402, 1595, 1024, 61
10731, 4, 3944, 4004, 5645, 4775, 1774, 1659
10741, 7, 5069, 7238, 7336, 8771, 2256, 1645
10751, 4, 4214, 4500, 6903, 6055, 1179, 61
10761, 1, 2906, 1288, 3911, 1556, 979, 59
10771, 5, 5048, 5627, 6595, 6913, 1636, 866
10781, 3, 4071, 4592, 6080, 5617, 1109, 66
10791, 5, 4012, 5444, 6534, 5496, 1245, 60
10801, 7, 5976, 7790, 8835, 8161, 2006, 1656
10811, 3, 3979, 3548, 5507, 4237, 1041, 63
10821, 1, 3221, 1618, 3813, 1761, 1087, 60
10831, 1, 2797, 1729, 4214, 1735, 973, 59
10841, 4, 4755, 4207, 6128, 5061, 1217, 61
10851, 5, 4334, 5727, 7132, 6410, 1244, 60
10861, 2, 3366, 2042, 4314, 2163, 1689, 986
10871, 5, 5181, 5384, 7749, 6346, 1265, 62
10881, 1, 3363, 1934, 4687, 2116, 1061, 61
10891, 5, 4860, 4515, 7027, 6506, 1937, 1574
10901, 4, 4916, 4673, 6613, 6496, 1100, 65
10911, 1, 2542, 1272, 3410, 1421, 1085, 60
10921, 6, 4508, 5691, 7067, 6985, 1252, 70
10931, 3, 4281, 3754, 6506, 4464, 1150, 64
10941, 5, 4588, 5067, 6215, 6044, 1781, 879
10951, 8, 6346, 7861, 9590, 9432, 2090, 1503
10961, 5, 5441, 4712, 6566, 6507, 1641, 878
10971, 4, 4237, 3471, 5271, 4097, 1923, 1501
10981, 2, 3231, 2471, 5034, 2563, 1010, 63
10991, 3, 3851, 2882, 4596, 3814, 1063, 59
11001, 2, 2826, 2095, 4227, 2476, 1670, 874
11011, 4, 4103, 4084, 6905, 4913, 1912, 1433
11021, 1, 3143, 1724, 3657, 1824, 1539, 7355
11031, 2, 3043, 2462, 4087, 2985, 1611, 943
11041, 7, 5236, 6927, 8216, 9591, 1956, 829
11051, 4, 4500, 5705, 7553, 6921, 1060, 69
11061, 4, 4871, 4574, 5679, 5489, 1240, 65
11071, 1, 2940, 2411, 4983, 2554, 1053, 61
11081, 7, 5076, 5713, 6343, 6019, 2135, 2302
11091, 1, 3166, 1506, 3935, 1789, 983, 60
11101, 5, 4204, 5318, 5949, 5629, 1231, 64
11111, 8, 5588, 7531, 9040, 10416, 1791, 932
11121, 6, 5681, 6043, 8431, 8721, 1713, 1027
11131, 3, 4068, 3103, 5322, 3716, 1078, 59
11141, 8, 5182, 6149, 7901, 8742, 2208, 2038
11151, 4, 4745, 4944, 6394, 5256, 1788, 810
11161, 4, 4287, 4512, 7255, 5465, 1760, 944
11171, 6, 5169, 5159, 6865, 7307, 2082, 1785
11181, 5, 5195, 5464, 7240, 6807, 1230, 61
11191, 4, 4044, 4951, 6569, 5224, 1119, 61
11201, 8, 6092, 7005, 7908, 8931, 2395, 2275
11211, 5, 4539, 5119, 6427, 7000, 1751, 812
11221, 9, 6666, 11435, 11798, 11864, 2796, 3510
11231, 5, 4756, 5314, 6951, 6456, 1204, 63
11241, 5, 4798, 4479, 7032, 6452, 1666, 998
11251, 4, 4608, 5003, 6191, 6096, 1163, 57
11261, 7, 4946, 5982, 7111, 7096, 2128, 947
11271, 5, 4163, 5011, 6410, 6081, 1210, 62
11281, 4, 5071, 5647, 7587, 6829, 1710, 886
11291, 1, 2848, 1385, 3344, 1601, 1051, 62
11301, 6, 4454, 5789, 7005, 6910, 2122, 1773
11311, 5, 5646, 5887, 8238, 7159, 1641, 881
11321, 6, 5400, 5439, 7045, 7973, 1752, 894
11331, 2, 2765, 2084, 4356, 2469, 1580, 848
11341, 2, 3535, 2199, 4437, 2497, 1114, 66
11351, 5, 4410, 5833, 7245, 6890, 1243, 64
11361, 2, 3704, 2781, 5432, 2960, 1525, 883
11371, 3, 4097, 3530, 4865, 5072, 1681, 870
11381, 3, 3369, 3172, 5030, 3293, 1165, 66
11391, 6, 5417, 5552, 9469, 6681, 1760, 913
11401, 0, 2354, 602, 2585, 540, 921, 60
11411, 6, 5210, 6652, 8256, 7971, 1249, 69
11421, 7, 4926, 7081, 7621, 8727, 1206, 67
11431, 2, 3622, 2153, 4293, 2967, 1725, 876
11441, 2, 3182, 2851, 5046, 2920, 1043, 57
11451, 4, 4509, 4527, 5943, 5576, 1887, 786
11461, 2, 3315, 2478, 5532, 3356, 1040, 59
11471, 6, 5043, 5642, 6418, 6134, 1760, 860
11481, 3, 3629, 3584, 4896, 4225, 1207, 65
11491, 5, 4761, 6785, 8221, 8249, 1633, 899
11501, 7, 5893, 6798, 17293, 9856, 2316, 2541
11511, 5, 3897, 4208, 6281, 5627, 1770, 800
11521, 2, 3692, 2540, 5793, 3025, 1150, 62
11531, 6, 5200, 6122, 7367, 7416, 2231, 1496
11541, 5, 5406, 5688, 8034, 7869, 1616, 878
11551, 3, 3648, 2506, 4140, 3424, 1719, 957
11561, 3, 4006, 3814, 6520, 5155, 1036, 70
11571, 6, 5693, 7141, 7702, 7543, 2016, 1668
11581, 2, 3523, 3210, 5782, 3372, 1121, 60
11591, 6, 4923, 4731, 6507, 6605, 2224, 2004
11601, 3, 3574, 2784, 4109, 3014, 1716, 880
11611, 3, 3801, 3524, 6182, 4152, 1040, 63
11621, 6, 5624, 5842, 7392, 7170, 1734, 1087
11631, 6, 4538, 5158, 6591, 6475, 2283, 2627
11641, 1, 2777, 1593, 3828, 1765, 994, 56
11651, 3, 3346, 2819, 4370, 3312, 1679, 834
11661, 5, 4177, 4362, 6146, 5153, 2118, 2330
11671, 8, 6092, 8270, 8891, 8731, 2334, 1479
11681, 3, 3961, 3610, 6133, 3676, 1145, 62
11691, 4, 4632, 4685, 6566, 5658, 1732, 857
11701, 1, 3486, 2218, 4937, 2845, 973, 59
11711, 4, 4570, 4739, 6232, 5561, 1237, 65
11721, 5, 4730, 5363, 7198, 6465, 1210, 62
11731, 7, 6091, 8221, 9135, 9961, 2545, 2605
11741, 5, 4749, 4689, 6552, 6406, 1733, 820
11751, 3, 3884, 3207, 4835, 3337, 1876, 1634
11761, 6, 4858, 6697, 13312, 8502, 2290, 2225
11771, 4, 4715, 4575, 6892, 5305, 1200, 66
11781, 4, 4869, 5009, 7003, 5123, 1194, 62
11791, 2, 3766, 2807, 5429, 2921, 1656, 957
11801, 4, 4554, 4554, 6343, 5533, 1291, 69
11811, 5, 5236, 5117, 7806, 7377, 1613, 895
11821, 2, 3454, 2239, 4241, 2586, 1141, 61
11831, 2, 2892, 2089, 4472, 2195, 1168, 61
11841, 6, 5781, 7459, 8727, 9095, 1712, 826
11851, 5, 4657, 4320, 6273, 6023, 1778, 874
11861, 8, 6701, 7949, 10075, 9867, 2111, 1883
11871, 5, 5052, 5134, 7181, 6958, 1918, 1628
11881, 4, 4633, 4901, 6321, 5331, 1594, 976
11891, 2, 3102, 2133, 4194, 2860, 1042, 64
11901, 7, 6154, 8116, 15302, 11550, 1800, 987
11911, 7, 6394, 8600, 14756, 9215, 2133, 1569
11921, 2, 4308, 2421, 5131, 2902, 1150, 65
11931, 3, 3692, 2804, 5027, 2989, 1904, 1418
11941, 4, 4708, 4936, 6350, 5993, 1794, 785
11951, 5, 4795, 5634, 7943, 6812, 1077, 68
11961, 3, 3853, 3297, 4979, 3316, 1072, 61
11971, 5, 4419, 5803, 7242, 6093, 2251, 2256
11981, 3, 3360, 3173, 5238, 3764, 1039, 60
11991, 5, 5406, 5641, 7543, 7758, 1748, 948
12001, 4, 3637, 3454, 5457, 4621, 1874, 878
12011, 4, 4201, 3697, 6137, 4651, 1626, 953
12021, 9, 7023, 9959, 9500, 10373, 2282, 1537
12031, 7, 5417, 8274, 9377, 9976, 2093, 2267
12041, 5, 4690, 4977, 5639, 6066, 1139, 60
12051, 4, 4386, 4511, 6631, 6411, 1763, 969
12061, 3, 3961, 3756, 11811, 5372, 1143, 67
12071, 5, 5215, 5136, 7627, 7378, 1224, 65
12081, 5, 4963, 4858, 7339, 5974, 1833, 1026
12091, 5, 4907, 5393, 6887, 6517, 1774, 801
12101, 4, 4339, 3790, 6092, 4412, 1805, 869
12111, 2, 3900, 2519, 5409, 3425, 1576, 963
12121, 3, 3969, 3561, 4939, 4312, 1580, 861
12131, 3, 3337, 2919, 4592, 3464, 2074, 1512
12141, 6, 4617, 5147, 7070, 6943, 1258, 68
12151, 7, 5483, 6747, 7396, 8272, 2025, 1456
12161, 4, 5046, 5266, 12306, 5776, 1555, 977
12171, 2, 3692, 2865, 4513, 3371, 1107, 61
12181, 3, 3837, 3176, 6398, 4219, 2073, 1604
12191, 4, 4118, 3452, 5542, 4715, 1747, 861
12201, 4, 4430, 4289, 5815, 5030, 1711, 958
12211, 31, 16526, 33282, 40304, 41641, 3515, 4160
12221, 19, 9708, 18771, 16326, 19920, 3422, 4970
12231, 12, 8365, 13362, 12606, 16192, 2298, 2465
12241, 15, 9632, 16058, 12921, 16860, 2856, 3569
12251, 22, 11461, 23950, 25520, 29451, 3567, 3064
12261, 19, 11220, 20022, 17286, 24513, 2499, 2555
12271, 19, 11444, 17450, 15870, 25015, 3963, 7142
12281, 17, 9511, 18505, 16358, 22648, 2531, 2870
12291, 20, 10876, 16201, 15562, 23144, 2399, 1004
12301, 17, 9521, 16241, 12737, 16362, 2641, 2011
12311, 23, 11215, 22799, 18244, 28090, 3196, 4113
12321, 20, 11409, 17242, 17295, 21046, 3020, 2796
12331, 20, 10674, 18770, 16135, 19804, 3677, 5661
12341, 18, 9967, 16726, 19788, 20835, 2534, 2635
12351, 18, 10247, 17398, 14750, 21332, 2289, 830
12361, 23, 12988, 21163, 20274, 30151, 2786, 3015
12371, 23, 13054, 23999, 28575, 29509, 3213, 3762
12381, 20, 11036, 22692, 19753, 27915, 2278, 887
12391, 11, 7278, 9079, 10309, 13087, 2401, 2341
12401, 5, 4791, 5262, 6581, 6380, 1246, 68
12411, 19, 11053, 19417, 16172, 23449, 2597, 2118
12421, 18, 10401, 17706, 14173, 21906, 3012, 3123
12431, 14, 7574, 13496, 12012, 13927, 2776, 3725
12441, 18, 9463, 15645, 12266, 16966, 3080, 3198
12451, 18, 9276, 18318, 15573, 22365, 3417, 4629
12461, 21, 12001, 21641, 18438, 26558, 3216, 4146
12471, 19, 10489, 18480, 15740, 22686, 3077, 4080
12481, 23, 12872, 23665, 19642, 29421, 2636, 1592
12491, 13, 8300, 13111, 12586, 13691, 2321, 1424
12501, 17, 10738, 15890, 16588, 19024, 2317, 982
12511, 18, 10710, 16355, 18154, 23175, 2925, 3024
12521, 24, 13712, 22394, 21566, 31700, 2885, 2926
12531, 18, 10970, 16422, 15218, 20232, 2960, 2575
12541, 15, 8287, 14904, 13753, 15394, 2670, 2572
12551, 15, 8827, 11958, 11917, 17289, 2548, 2214
12561, 19, 9853, 19401, 16606, 20029, 2517, 1965
12571, 20, 12439, 22588, 24238, 24032, 2494, 1671
12581, 12, 6937, 10611, 10812, 13228, 2426, 1512
12591, 27, 12758, 26889, 21881, 33245, 3368, 3569
12601, 18, 10168, 15342, 15427, 21604, 2787, 3354
12611, 22, 11809, 21231, 15942, 26084, 3603, 3649
12621, 27, 12084, 25830, 20623, 32237, 2673, 1650
12631, 16, 9126, 13066, 13315, 18817, 2220, 856
12641, 20, 13101, 23485, 20318, 29027, 3491, 4337
12651, 17, 10163, 14562, 15370, 17790, 2795, 3260
12661, 12, 8011, 12430, 11796, 15351, 2238, 2381
12671, 22, 13143, 23862, 25524, 29779, 3360, 4911
12681, 20, 9866, 20188, 15498, 24916, 2485, 1513
12691, 23, 10707, 21762, 17548, 26666, 4026, 5285
12701, 15, 9102, 14435, 13150, 15067, 2760, 1937
12711, 28, 14366, 27427, 22520, 29175, 3205, 3727
12721, 22, 11635, 20118, 19591, 24020, 2927, 3106
12731, 20, 11367, 19780, 16879, 20605, 2607, 2024
12741, 13, 8173, 10827, 11469, 13127, 2530, 2105
12751, 16, 8986, 12290, 13036, 15135, 2337, 1503
12761, 15, 9844, 16810, 14710, 20737, 2110, 1919
12771, 17, 10078, 16998, 15123, 19414, 2263, 814
12781, 12, 8709, 13994, 19993, 14769, 2235, 2226
12791, 19, 11549, 20284, 17442, 25073, 2244, 817
12801, 19, 10318, 14603, 14484, 21424, 2831, 2320
12811, 18, 10206, 14705, 14922, 17891, 3149, 3583
12821, 6, 5557, 6776, 8258, 6931, 1913, 986
12831, 19, 11086, 19439, 17036, 20224, 2948, 3648
12841, 19, 12134, 22110, 19134, 26919, 2558, 1510
12851, 20, 11444, 21247, 17033, 20926, 2676, 3355
12861, 20, 11481, 16987, 17272, 20866, 2768, 3039
12871, 18, 11232, 20180, 17669, 24839, 2923, 4977
12881, 19, 10157, 17535, 13196, 17999, 2484, 1682
12891, 20, 9786, 16252, 16490, 19844, 2838, 2633
12901, 24, 14078, 22294, 20199, 27327, 3093, 3263
12911, 19, 10371, 20970, 18309, 25642, 2427, 1591
12921, 15, 8980, 12400, 12984, 18119, 2214, 1675
12931, 24, 12356, 21863, 17037, 26794, 2038, 75
12941, 23, 12744, 22994, 19005, 23670, 2964, 3078
12951, 20, 11274, 16884, 16706, 21570, 2557, 1995
12961, 19, 9817, 18933, 22525, 19601, 2761, 3045
12971, 17, 10102, 17523, 15288, 21485, 2625, 4190
12981, 21, 13006, 19545, 19845, 28943, 3685, 6822
12991, 16, 9322, 15333, 11847, 18846, 2700, 3682
13001, 14, 7867, 14196, 12856, 17386, 2866, 3762
13011, 22, 13462, 25176, 21178, 30963, 2782, 2265
13021, 16, 9706, 13687, 14628, 20156, 2806, 4173
13031, 19, 11684, 20685, 16069, 25295, 3158, 2997
13041, 13, 7012, 12566, 11495, 15393, 2584, 3428
13051, 11, 7867, 12025, 12202, 14870, 2604, 2395
13061, 7, 5318, 6411, 7244, 7773, 1767, 960
13071, 12, 8279, 11116, 12267, 16278, 2552, 2053
13081, 14, 8688, 14180, 13023, 14570, 2339, 1617
13091, 12, 7421, 11304, 10624, 11764, 2039, 957
13101, 21, 11089, 19486, 15937, 24027, 2880, 2508
13111, 16, 10648, 15691, 17574, 23155, 2140, 893
13121, 20, 11768, 21252, 18622, 21795, 2885, 3161
13131, 19, 11134, 19686, 16689, 24105, 2871, 3389
13141, 21, 11804, 20875, 17504, 21522, 3556, 5415
13151, 18, 10681, 18650, 16289, 19075, 2659, 2542
13161, 17, 9863, 16973, 21630, 20992, 2991, 2830
13171, 20, 12279, 18647, 33337, 27579, 2205, 1013
13181, 13, 8135, 12542, 11673, 15303, 2242, 1595
13191, 22, 12112, 21651, 17828, 26796, 2683, 3037
13201, 13, 8909, 14514, 13742, 15036, 2266, 2355
13211, 21, 11739, 21291, 19435, 26403, 2570, 2112
13221, 14, 8408, 13539, 12575, 14325, 2014, 984
13231, 14, 9226, 14903, 13820, 18582, 2553, 1963
13241, 11, 7637, 9642, 11332, 13960, 2288, 1602
13251, 20, 11462, 17212, 17471, 21090, 3097, 5099
13261, 15, 8961, 14535, 11802, 17916, 2420, 1795
13271, 22, 11209, 24495, 19904, 26219, 3217, 2786
13281, 19, 10348, 16385, 16592, 19729, 2244, 1667
13291, 14, 8550, 11435, 12249, 13891, 2334, 1462
13301, 18, 12480, 21173, 18858, 21756, 2548, 2012
13311, 9, 6433, 8472, 8576, 10476, 1961, 1623
13321, 18, 10727, 19005, 16244, 23138, 2720, 3418
13331, 13, 8428, 10412, 10587, 12546, 2422, 2348
13341, 16, 8159, 15296, 13488, 15783, 2304, 2133
13351, 14, 8142, 12629, 13480, 15249, 2095, 975
13361, 17, 10639, 15830, 15833, 19088, 2517, 2085
13371, 21, 13048, 20489, 20746, 25051, 2729, 2475
13381, 20, 12120, 22070, 18633, 22398, 2443, 1473
13391, 17, 10648, 15568, 18318, 22298, 2309, 2638
13401, 19, 11446, 20454, 25510, 25489, 2793, 2311
13411, 22, 11489, 20138, 16465, 21442, 2657, 1494
13421, 14, 8971, 12138, 13120, 14577, 2106, 1693
13431, 18, 10710, 18675, 16365, 23207, 2251, 1657
13441, 16, 9834, 16421, 22107, 17393, 2773, 3302
13451, 19, 11245, 19404, 16840, 19944, 2547, 1645
13461, 24, 15294, 28270, 31848, 34870, 3020, 2591
13471, 22, 12304, 18057, 26038, 22605, 2323, 1694
13481, 17, 10392, 14619, 14991, 21272, 2154, 1436
13491, 23, 13458, 23866, 19846, 24615, 3042, 2920
13501, 17, 10081, 17433, 30646, 18173, 2996, 4189
13511, 11, 7059, 10355, 10299, 10984, 2695, 2979
13521, 15, 9674, 15714, 22255, 19505, 2897, 3018
13531, 21, 12507, 22806, 19673, 23923, 3043, 4919
13541, 14, 9175, 14588, 20231, 18150, 2282, 1681
13551, 10, 6407, 9006, 10749, 13131, 1801, 974
13561, 14, 8721, 13818, 11601, 14602, 2544, 2269
13571, 15, 8273, 13039, 13550, 18363, 2776, 3499
13581, 14, 8750, 11705, 11546, 14367, 2809, 3165
13591, 20, 9638, 18840, 16069, 19274, 2847, 2048
13601, 14, 8766, 14019, 21337, 15246, 3182, 4385
13611, 15, 9943, 14526, 15500, 19371, 2259, 1437
13621, 12, 8352, 11100, 12566, 13844, 2286, 1593
13631, 14, 9205, 14952, 13939, 18316, 1417, 68
13641, 15, 8746, 12189, 12692, 14774, 2122, 984
13651, 13, 8811, 11861, 12949, 17472, 2331, 2104
13661, 13, 9071, 12549, 22570, 18526, 2235, 1758
13671, 17, 9835, 16416, 12859, 20181, 2440, 1623
13681, 16, 8389, 16259, 13975, 16618, 2530, 1427
13691, 14, 8654, 13842, 12729, 14368, 2404, 1579
13701, 25, 13348, 21208, 21006, 31271, 3394, 5467
13711, 11, 7272, 10749, 10591, 11109, 2049, 1700
13721, 15, 9622, 16025, 13285, 16779, 2851, 2389
13731, 22, 11446, 24302, 20282, 29754, 2588, 2371
13741, 15, 10658, 15240, 24874, 18787, 1946, 994
13751, 25, 13660, 24719, 18470, 25254, 3606, 3979
13761, 38, 16764, 31715, 37189, 38430, 3851, 4873
13771, 42, 20715, 35061, 40427, 52125, 4288, 6751
13781, 33, 16765, 26632, 23144, 39299, 4067, 5797
13791, 33, 15027, 33577, 26938, 41534, 3644, 4167
13801, 36, 19011, 39193, 27660, 46649, 4263, 7567
13811, 36, 16410, 36348, 44916, 37907, 4061, 5928
13821, 41, 20584, 41052, 45971, 50599, 3659, 3610
13831, 36, 17268, 29454, 35331, 42695, 4318, 4840
13841, 34, 16472, 26551, 24838, 32882, 3568, 4377
13851, 35, 16989, 33234, 34715, 34668, 3286, 4127
13861, 32, 17237, 34104, 25195, 41912, 5010, 9306
13871, 31, 14038, 24540, 23405, 36363, 3832, 4508
13881, 31, 16456, 26806, 24697, 38369, 3440, 5114
13891, 39, 20326, 41614, 31451, 51032, 4937, 8289
13901, 30, 15306, 28829, 22938, 30187, 3054, 3022
13911, 28, 14412, 22882, 37736, 33937, 2969, 2826
13921, 38, 16308, 30074, 25006, 44362, 4089, 4465
13931, 32, 14718, 30623, 41594, 38261, 2795, 2285
13941, 35, 17386, 33625, 42898, 35232, 3979, 5365
13951, 32, 16764, 28014, 35695, 40674, 3197, 2646
13961, 27, 13821, 25570, 18569, 29435, 4078, 5961
13971, 37, 16322, 37340, 28713, 38237, 3694, 4813
13981, 39, 16988, 30225, 26624, 36717, 4241, 7273
13991, 36, 18123, 30713, 24660, 37860, 2888, 2000
14001, 38, 15555, 29122, 33327, 36553, 4253, 5784
14011, 31, 15006, 28274, 26664, 40289, 3551, 3602
14021, 35, 19167, 30827, 27114, 37954, 3291, 3039
14031, 40, 17971, 40822, 38343, 50449, 3787, 3875
14041, 36, 23473, 36055, 35104, 38566, 4807, 8048
14051, 25, 12520, 21684, 23778, 32511, 3761, 4956
14061, 22, 11733, 17746, 18046, 26322, 2337, 1486
14071, 32, 16758, 26791, 23344, 32862, 3405, 3018
14081, 36, 17063, 30510, 28144, 38552, 4005, 5215
14091, 39, 18897, 30888, 46924, 39041, 3909, 4189
14101, 35, 18530, 36039, 26411, 45070, 3958, 6289
14111, 41, 18425, 35014, 42280, 43247, 3339, 3213
14121, 40, 21224, 42827, 49449, 44208, 3994, 5205
14131, 31, 14314, 30082, 21639, 30870, 4097, 6981
14141, 34, 15001, 28193, 26416, 35420, 3415, 4340
14151, 29, 16091, 30030, 31919, 30941, 3958, 3779
14161, 23, 11581, 23508, 19390, 28945, 2995, 3692
14171, 38, 17820, 37069, 28624, 37829, 3626, 3940
14181, 42, 21460, 36644, 32345, 53139, 4339, 4830
14191, 42, 19531, 31647, 47324, 39328, 3875, 6357
14201, 42, 21229, 42026, 29969, 52458, 3958, 4760
14211, 34, 16153, 35984, 45320, 45105, 4511, 7550
14221, 44, 18664, 42908, 31701, 43648, 5168, 6939
14231, 38, 21273, 41413, 32929, 50505, 5597, 8699
14241, 30, 15787, 24096, 33695, 36558, 3080, 3265
14251, 49, 24418, 48869, 47948, 60896, 3798, 4036
14261, 34, 16036, 29800, 38530, 44271, 4272, 6180
14271, 33, 18409, 29235, 28334, 43440, 4138, 5269
