uid, ndata, decay, undecay, delete, restore, category_anon, category_reveal
4771, 4, 4123, 5032, 6852, 6049, 1100, 72
4781, 5, 4676, 4973, 5541, 6029, 1389, 69
4791, 6, 4684, 6485, 7527, 7889, 1152, 71
4801, 2, 3945, 3227, 5046, 3909, 1076, 69
4811, 3, 3615, 3968, 6062, 4171, 1771, 881
4821, 3, 4143, 4002, 6099, 4725, 1131, 65
4831, 4, 5021, 4932, 7766, 5869, 1763, 1022
4841, 10, 7033, 10763, 10760, 13265, 2467, 2945
4851, 3, 3757, 3284, 4944, 3323, 1713, 938
4861, 5, 4970, 6120, 7206, 6198, 1160, 66
4871, 3, 3912, 3199, 4718, 3269, 1650, 866
4881, 4, 4075, 4598, 5850, 5008, 1717, 787
4891, 1, 2833, 1740, 4213, 1767, 987, 65
4901, 1, 2965, 1257, 3465, 1456, 1086, 66
4911, 7, 4868, 7377, 7752, 8787, 1289, 70
4921, 4, 4501, 3999, 6004, 5626, 1609, 767
4931, 5, 4052, 4721, 5011, 4843, 2330, 3033
4941, 7, 5001, 6344, 8071, 8980, 2130, 1565
4951, 7, 6153, 8672, 9321, 11007, 2073, 1599
4961, 3, 3797, 3235, 4994, 3748, 1217, 66
4971, 3, 4129, 3832, 6115, 4782, 1641, 931
4981, 5, 4530, 4684, 6183, 5658, 1227, 67
4991, 2, 3698, 2820, 5375, 3035, 1559, 859
5001, 4, 4805, 4692, 6483, 5852, 1763, 879
5011, 8, 5457, 7239, 9067, 10679, 2563, 2622
5021, 11, 7176, 10501, 9815, 13056, 1864, 866
5031, 5, 5306, 6480, 7990, 6723, 1170, 60
5041, 3, 4086, 3896, 5743, 4674, 1726, 849
5051, 3, 4146, 3420, 5488, 4648, 1566, 836
5061, 1, 2686, 1644, 3824, 1793, 1099, 61
5071, 0, 1957, 535, 2995, 599, 1020, 61
5081, 5, 4891, 5777, 7266, 5961, 1200, 61
5091, 4, 4365, 3785, 5557, 4405, 1638, 861
5101, 4, 4042, 4712, 6018, 4740, 1755, 844
5111, 7, 4957, 7165, 7743, 7505, 2210, 2133
5121, 5, 5483, 6486, 8010, 6850, 1843, 1571
5131, 4, 4270, 3488, 5421, 4772, 1075, 57
5141, 4, 3972, 4309, 5536, 5159, 1112, 60
5151, 8, 5896, 8080, 9669, 9662, 2370, 3387
5161, 2, 3442, 2541, 4112, 2911, 1561, 1033
5171, 7, 4724, 6871, 6736, 7356, 2005, 1520
5181, 8, 5715, 9024, 10500, 11253, 1883, 980
5191, 3, 3863, 2980, 4637, 3921, 1205, 68
5201, 4, 4020, 4732, 6500, 4827, 2043, 1590
5211, 4, 4705, 5078, 8084, 5114, 1639, 1102
5221, 4, 4594, 4034, 5850, 5643, 1094, 63
5231, 6, 4434, 5253, 6890, 6375, 2137, 2073
5241, 8, 6328, 8616, 8222, 10797, 1261, 63
5251, 4, 4136, 5026, 6618, 5183, 1181, 71
5261, 3, 3999, 3658, 5097, 4294, 1085, 64
5271, 6, 4512, 6058, 6284, 6361, 1265, 61
5281, 3, 3449, 3283, 5105, 3881, 1840, 1653
5291, 2, 3669, 2535, 4450, 2919, 1592, 961
5301, 4, 4174, 4776, 5813, 5091, 1168, 72
5311, 7, 5542, 7946, 9533, 10626, 1766, 889
5321, 2, 3883, 2779, 5239, 3830, 1019, 54
5331, 2, 3234, 2881, 4892, 3345, 1681, 990
5341, 4, 4356, 3799, 6251, 4589, 1755, 868
5351, 1, 2935, 1376, 3891, 1481, 1045, 62
5361, 4, 4298, 4402, 6240, 4632, 1092, 58
5371, 3, 3946, 3146, 5001, 4347, 1732, 980
5381, 2, 3467, 3253, 5786, 3290, 1944, 1570
5391, 4, 4488, 4746, 6454, 5659, 1721, 873
5401, 8, 6707, 8340, 9982, 11694, 1845, 958
5411, 8, 5554, 7285, 7545, 7384, 1800, 986
5421, 2, 3663, 2527, 4502, 3338, 1690, 1019
5431, 2, 3249, 2864, 5110, 3429, 1043, 62
5441, 3, 3885, 2843, 4769, 4008, 1747, 858
5451, 7, 5373, 8067, 9036, 9776, 1751, 870
5461, 3, 3992, 2791, 5441, 3395, 1163, 70
5471, 1, 2882, 1874, 4260, 1785, 925, 60
5481, 3, 4012, 3255, 4974, 4284, 1195, 67
5491, 1, 2560, 1420, 3885, 1601, 1057, 67
5501, 4, 4609, 4627, 6599, 5636, 1704, 864
5511, 3, 4350, 3893, 6066, 4697, 2211, 2332
5521, 6, 4947, 5452, 6769, 6569, 1878, 987
5531, 7, 5512, 6833, 7718, 8388, 2144, 1617
5541, 6, 5339, 6533, 7789, 6794, 1251, 62
5551, 6, 5546, 5805, 8177, 7068, 1803, 950
5561, 3, 4615, 4168, 6945, 4783, 1086, 57
5571, 6, 4881, 4649, 5914, 6524, 1948, 1644
5581, 3, 3547, 3535, 5213, 4318, 1166, 67
5591, 3, 3204, 2839, 4936, 3017, 1736, 951
5601, 5, 4449, 4076, 8391, 5775, 1833, 1102
5611, 3, 4320, 3390, 6293, 4686, 1553, 982
5621, 3, 3858, 3234, 4958, 3848, 1158, 69
5631, 5, 4315, 4945, 6215, 5179, 1859, 960
5641, 2, 3589, 2829, 5092, 2990, 1140, 62
5651, 2, 3186, 2470, 4593, 2614, 1554, 966
5661, 7, 6021, 6935, 7865, 9718, 1351, 65
5671, 0, 2493, 625, 3072, 562, 885, 57
5681, 6, 5612, 6113, 7956, 7058, 1791, 1106
5691, 6, 7650, 6419, 7690, 7731, 1339, 64
5701, 5, 4127, 5398, 6631, 5530, 1796, 917
5711, 1, 2898, 1241, 4013, 1427, 1573, 879
5721, 4, 4286, 3694, 6129, 4445, 1570, 870
5731, 3, 4305, 3941, 5554, 4780, 1114, 64
5741, 6, 5094, 6216, 8532, 8734, 1725, 873
5751, 2, 3892, 2564, 4829, 3014, 1691, 875
5761, 1, 3377, 1908, 4655, 2466, 937, 60
5771, 5, 5584, 6716, 7687, 8411, 1249, 67
5781, 5, 4171, 4776, 7675, 5565, 1850, 1500
5791, 3, 4186, 3881, 5847, 4749, 1164, 67
5801, 1, 2828, 1570, 4455, 1850, 1090, 63
5811, 4, 4345, 3620, 5858, 5141, 1129, 66
5821, 8, 6168, 8747, 8308, 9186, 1984, 1595
5831, 6, 4771, 6380, 6968, 6853, 1132, 63
5841, 5, 3808, 4923, 5232, 5728, 1882, 1651
5851, 6, 4878, 5871, 7507, 8409, 1751, 807
5861, 4, 3899, 4181, 6051, 4838, 1587, 968
5871, 1, 2976, 1449, 3346, 1631, 1042, 61
5881, 6, 5200, 7167, 8621, 7446, 2111, 2005
5891, 7, 5374, 6481, 6626, 7890, 2050, 1490
5901, 5, 4063, 4371, 6806, 6044, 1791, 1088
5911, 2, 3550, 2189, 7158, 2932, 1614, 861
5921, 4, 4190, 3888, 5872, 4011, 1220, 69
5931, 7, 6155, 8293, 9468, 10128, 1918, 1486
5941, 2, 3227, 2055, 3781, 2176, 1137, 60
5951, 5, 4005, 4091, 6387, 5822, 1130, 63
5961, 6, 5385, 5568, 6982, 7901, 1182, 60
5971, 5, 4522, 5283, 6266, 5644, 1741, 963
5981, 4, 3988, 4244, 7386, 4533, 2029, 1746
5991, 3, 3892, 2753, 4815, 3335, 1058, 58
6001, 7, 4958, 6823, 6894, 7033, 1829, 845
6011, 2, 3042, 2221, 4758, 2471, 1050, 53
6021, 6, 5930, 6497, 7845, 7949, 1742, 991
6031, 3, 3492, 3100, 4820, 3653, 1749, 834
6041, 1, 2935, 2136, 4597, 2082, 978, 61
6051, 7, 5714, 6705, 7177, 7896, 1955, 1650
6061, 0, 1993, 547, 2607, 544, 915, 63
6071, 3, 3764, 3885, 6064, 4019, 1716, 893
6081, 5, 4622, 4255, 6515, 5176, 1718, 1071
6091, 5, 5142, 4926, 6563, 6020, 1124, 55
6101, 9, 5715, 7833, 8561, 9624, 1925, 855
6111, 2, 3096, 2304, 4830, 2478, 1092, 61
6121, 1, 2940, 1254, 3437, 1410, 1640, 954
6131, 7, 4868, 7286, 7868, 7649, 1779, 964
6141, 5, 4467, 3941, 5180, 5613, 1710, 815
6151, 4, 4158, 5034, 6228, 6140, 1723, 849
6161, 5, 4454, 4505, 6278, 5722, 1728, 951
6171, 3, 3619, 3536, 5182, 4272, 1552, 1029
6181, 2, 3305, 2788, 5123, 3332, 1567, 825
6191, 3, 3480, 3499, 5182, 3897, 1679, 845
6201, 3, 3415, 3591, 5310, 3666, 1171, 65
6211, 4, 4154, 3467, 5843, 4091, 1888, 1357
6221, 7, 6521, 9020, 8858, 9713, 1967, 1644
6231, 3, 3632, 3423, 5619, 4113, 1602, 800
6241, 3, 3612, 3110, 5078, 4277, 1676, 958
6251, 3, 3910, 4036, 6759, 5563, 995, 58
6261, 2, 3886, 2528, 4716, 3084, 1107, 59
6271, 5, 4209, 5499, 6969, 5518, 1816, 877
6281, 5, 4799, 4254, 6614, 6088, 1708, 825
6291, 7, 5855, 6525, 7713, 9301, 1960, 1612
6301, 3, 3525, 3377, 5480, 4040, 1032, 59
6311, 6, 5079, 7337, 7395, 8869, 1873, 1596
6321, 3, 3696, 3879, 5622, 3928, 1177, 71
6331, 1, 2761, 2134, 4566, 2183, 976, 57
6341, 5, 5294, 6459, 10607, 8082, 1055, 57
6351, 3, 4273, 3797, 5739, 4554, 1586, 847
6361, 4, 4249, 5031, 6710, 5069, 1250, 62
6371, 7, 5926, 7914, 8789, 8174, 1990, 1911
6381, 6, 5504, 6828, 7323, 7250, 1683, 959
6391, 6, 4475, 4966, 6854, 6032, 1858, 991
6401, 2, 2972, 2477, 4742, 2928, 1013, 66
6411, 1, 3185, 1543, 3744, 2025, 1069, 63
6421, 3, 3089, 2826, 4661, 3397, 1079, 62
6431, 1, 3258, 1886, 4093, 2243, 1046, 62
6441, 2, 3078, 2241, 4852, 2996, 1565, 859
6451, 4, 4256, 3815, 5184, 5218, 1623, 963
6461, 4, 4279, 5428, 6546, 6668, 1592, 954
6471, 5, 4696, 6761, 7667, 8552, 1822, 833
6481, 5, 4851, 6737, 7667, 8527, 1124, 62
6491, 5, 4864, 5908, 7479, 7230, 1248, 64
6501, 6, 5048, 6702, 8751, 7888, 1968, 1096
6511, 3, 4127, 3060, 5831, 4256, 1562, 793
6521, 4, 4133, 3387, 5021, 3981, 1877, 888
6531, 5, 4497, 6154, 7520, 6299, 1804, 959
6541, 3, 4306, 3973, 6160, 4684, 1120, 68
6551, 2, 3643, 2513, 5067, 3118, 1023, 66
6561, 5, 5180, 5429, 7033, 6377, 1673, 961
6571, 4, 4164, 4078, 5770, 4816, 1141, 59
6581, 4, 3968, 4147, 5889, 4768, 1850, 1398
6591, 3, 3477, 3049, 4893, 4362, 1867, 1724
6601, 5, 4648, 6460, 8123, 7105, 1777, 822
6611, 6, 5456, 5735, 7970, 7033, 1242, 63
6621, 6, 5694, 6081, 8535, 7408, 2148, 1587
6631, 8, 6421, 8690, 9235, 8947, 2431, 3520
6641, 3, 4313, 3616, 6220, 4796, 1026, 70
6651, 5, 5148, 5433, 6851, 7723, 1631, 892
6661, 1, 2671, 1589, 3723, 1999, 1082, 65
6671, 5, 4333, 4831, 7352, 7040, 1753, 880
6681, 5, 5217, 4967, 7229, 5792, 1098, 63
6691, 5, 4906, 5399, 6365, 6610, 1772, 963
6701, 4, 3977, 4449, 6925, 6386, 1657, 979
6711, 2, 4138, 2452, 4136, 2994, 1136, 68
6721, 7, 5032, 7629, 8449, 9599, 2088, 2281
6731, 1, 3195, 1750, 3736, 2017, 1661, 961
6741, 7, 5949, 9322, 10143, 11430, 2061, 1083
6751, 1, 3176, 1580, 4293, 2053, 1628, 839
6761, 3, 4421, 3910, 6233, 4986, 1158, 68
6771, 2, 3803, 2892, 5315, 2991, 1551, 860
6781, 2, 4050, 3624, 5243, 4274, 1096, 68
6791, 4, 3867, 4265, 6237, 4668, 1091, 67
6801, 3, 4068, 3916, 5233, 4693, 1747, 937
6811, 3, 3715, 3476, 6189, 4076, 1090, 60
6821, 5, 5299, 6382, 7147, 8009, 1931, 1587
6831, 10, 6581, 9966, 10351, 14080, 2008, 790
6841, 6, 4299, 5004, 6704, 7013, 2019, 1667
6851, 4, 5100, 5442, 7468, 6511, 1170, 64
6861, 3, 4106, 3874, 5806, 4711, 1714, 1089
6871, 6, 5850, 7903, 9361, 8113, 1843, 921
6881, 11, 7019, 10721, 9825, 10763, 1990, 986
6891, 0, 2373, 585, 2591, 560, 1012, 59
6901, 3, 2989, 2845, 4853, 3420, 1059, 59
6911, 4, 4764, 4384, 6221, 5271, 1732, 886
6921, 2, 3091, 2151, 4681, 2593, 1527, 859
6931, 6, 5108, 5017, 6309, 6977, 1707, 1118
6941, 4, 4114, 4320, 6206, 5283, 1661, 1077
6951, 1, 2533, 1247, 3405, 1430, 990, 62
6961, 8, 5562, 8685, 8284, 9196, 1704, 863
6971, 8, 5650, 7042, 7903, 8546, 2286, 2965
6981, 4, 3925, 3971, 5409, 4893, 1696, 1684
6991, 4, 4048, 3870, 6017, 4995, 1588, 893
7001, 4, 3854, 3784, 5425, 5136, 1870, 1834
7011, 3, 3430, 3125, 5591, 3738, 1072, 58
7021, 8, 6064, 6977, 11439, 8857, 1977, 995
7031, 6, 5274, 5637, 7315, 7965, 1357, 66
7041, 5, 5027, 5974, 7296, 5975, 1387, 59
7051, 2, 3641, 2960, 4639, 3357, 1119, 69
7061, 2, 3086, 2465, 5115, 2528, 1113, 61
7071, 4, 4721, 4290, 6982, 6027, 1742, 1074
7081, 2, 3888, 2839, 5497, 2990, 1132, 63
7091, 6, 5342, 5569, 7778, 8102, 1846, 1732
7101, 6, 5053, 5715, 6011, 5945, 2002, 1830
7111, 4, 4022, 4030, 6579, 4874, 1785, 1470
7121, 6, 5414, 5522, 7040, 7981, 1815, 1000
7131, 5, 3918, 4672, 6373, 4817, 1933, 1649
7141, 5, 5060, 4784, 7366, 5924, 1194, 63
7151, 9, 6501, 8257, 9346, 9716, 1850, 832
7161, 5, 5093, 4975, 7358, 6037, 1751, 1478
7171, 3, 4224, 3521, 4936, 3647, 1908, 1445
7181, 3, 3379, 2763, 5113, 3344, 1560, 908
7191, 4, 4586, 3987, 5876, 5621, 1911, 1597
7201, 3, 3903, 3766, 5881, 5192, 1053, 61
7211, 3, 3804, 3937, 5639, 3986, 1174, 67
7221, 7, 4631, 6777, 7441, 7362, 2232, 2016
7231, 2, 3372, 2131, 4616, 2165, 1735, 1030
7241, 5, 5274, 6137, 7900, 6284, 1691, 879
7251, 5, 5348, 6013, 6999, 6586, 1292, 66
7261, 3, 3106, 2891, 4276, 2935, 1998, 1863
7271, 2, 3044, 2472, 4816, 2893, 1113, 62
7281, 4, 4261, 3636, 5155, 4421, 1205, 59
7291, 8, 5666, 7400, 9316, 9241, 2361, 2225
7301, 5, 5295, 6417, 8038, 7916, 1709, 995
7311, 7, 5701, 7139, 7199, 7625, 1951, 1633
7321, 1, 2872, 1542, 4282, 1794, 994, 60
7331, 3, 3555, 2478, 4235, 2857, 1181, 65
7341, 2, 3192, 2828, 5087, 3084, 1506, 842
7351, 2, 3838, 3180, 5091, 3756, 1681, 981
7361, 3, 3510, 3092, 5412, 3592, 1713, 977
7371, 2, 3630, 2472, 4925, 2517, 1528, 873
7381, 2, 3701, 2490, 4433, 2903, 1751, 1558
7391, 3, 3344, 3576, 4848, 3673, 1632, 1089
7401, 5, 4601, 6155, 7564, 6249, 1110, 64
7411, 5, 4822, 5023, 5604, 6146, 2358, 2071
7421, 3, 3538, 3556, 5446, 4228, 1148, 61
7431, 5, 5248, 5159, 7747, 7516, 1663, 876
7441, 1, 3342, 1883, 4130, 2517, 1065, 65
7451, 3, 3261, 2549, 5172, 3041, 1168, 72
7461, 3, 4696, 4610, 6854, 4753, 1141, 67
7471, 6, 5533, 6717, 8066, 6982, 1895, 883
7481, 5, 5165, 5981, 6738, 6321, 1967, 1684
7491, 4, 4434, 5732, 6695, 7060, 1638, 896
7501, 9, 6429, 10812, 10032, 11684, 2181, 1597
7511, 4, 4311, 5278, 7332, 5446, 1810, 972
7521, 2, 3752, 2812, 4968, 3346, 1129, 63
7531, 7, 5226, 8054, 8784, 9565, 1886, 1332
7541, 4, 4580, 3979, 5902, 5545, 1764, 2067
7551, 1, 2721, 1720, 3839, 2026, 1568, 934
7561, 4, 3747, 3739, 5826, 5144, 1183, 63
7571, 4, 5051, 5750, 6981, 5964, 1140, 57
7581, 4, 3879, 4674, 6248, 4796, 1753, 1443
7591, 2, 3471, 2175, 4040, 2565, 1816, 1564
7601, 3, 3600, 3834, 6164, 3925, 1098, 64
7611, 7, 5853, 6364, 7798, 9115, 2559, 3013
7621, 3, 3695, 3521, 6125, 4132, 1049, 68
7631, 3, 4425, 4617, 6201, 4817, 1104, 67
7641, 1, 3170, 1699, 4261, 1828, 980, 63
7651, 2, 3764, 2785, 4759, 3420, 1650, 868
7661, 4, 3708, 4402, 5886, 5160, 1170, 69
7671, 1, 3087, 1576, 4341, 1761, 1061, 66
7681, 0, 2345, 570, 2961, 566, 983, 62
7691, 4, 4720, 4263, 7074, 6039, 1756, 1002
7701, 2, 3248, 1888, 4286, 2432, 1031, 73
7711, 9, 6154, 8498, 7533, 10469, 2130, 970
7721, 1, 2804, 1735, 3738, 2027, 1048, 67
7731, 4, 3935, 3754, 6242, 5157, 1111, 66
7741, 3, 4303, 4356, 5914, 5142, 1049, 69
7751, 4, 3814, 3835, 5519, 5131, 2015, 1391
7761, 6, 4530, 6077, 7404, 6227, 2030, 1453
7771, 3, 3952, 3138, 5470, 3253, 1584, 946
7781, 1, 3118, 1719, 3799, 2052, 1003, 66
7791, 5, 5147, 5228, 7445, 7416, 2050, 1929
7801, 5, 5082, 5091, 6846, 7364, 1573, 852
7811, 5, 5047, 4781, 6940, 6901, 1808, 863
7821, 3, 3676, 2434, 4726, 3315, 1758, 1482
7831, 5, 5295, 6489, 7042, 7978, 1924, 1583
7841, 6, 5041, 6760, 7888, 8342, 1227, 68
7851, 3, 3940, 3180, 5035, 3888, 1156, 68
7861, 2, 3247, 2108, 4315, 2183, 1654, 952
7871, 3, 4394, 4297, 6651, 5177, 1975, 1735
7881, 4, 5057, 6076, 7986, 7432, 1648, 1092
7891, 2, 3807, 2449, 4988, 3354, 1112, 63
7901, 7, 5310, 7886, 8671, 8074, 2217, 1517
7911, 3, 3953, 2762, 5450, 3256, 1034, 69
7921, 4, 4267, 3929, 4953, 4145, 1109, 57
7931, 7, 4689, 6694, 6460, 7940, 1487, 62
7941, 6, 4913, 6880, 8276, 8404, 1265, 71
7951, 2, 3410, 2124, 4539, 2154, 1840, 904
7961, 4, 4301, 4308, 6336, 4597, 1245, 66
7971, 7, 5772, 7587, 8158, 7864, 2196, 1868
7981, 3, 4228, 3560, 5924, 4276, 1153, 64
7991, 5, 4911, 4554, 7093, 6695, 1183, 69
8001, 5, 4995, 5769, 6553, 6935, 2296, 2253
8011, 5, 4239, 4660, 6599, 5445, 1137, 63
8021, 8, 6736, 9945, 9359, 11887, 1859, 912
8031, 3, 3973, 4248, 6612, 5136, 2083, 1586
8041, 3, 3840, 2758, 5224, 3296, 1698, 882
8051, 7, 6089, 8286, 9128, 10386, 2189, 1660
8061, 8, 6377, 7552, 9631, 9171, 2083, 1441
8071, 5, 4750, 4528, 6527, 6472, 1195, 56
8081, 3, 4406, 3731, 6428, 5170, 1708, 1463
8091, 7, 5690, 7268, 7261, 7596, 2208, 2034
8101, 7, 4835, 6787, 7724, 6943, 1945, 859
8111, 3, 3873, 2828, 5098, 3258, 1051, 63
8121, 6, 5416, 6863, 6812, 7201, 1657, 971
8131, 3, 3573, 3165, 8543, 3891, 1763, 1757
8141, 1, 2824, 1773, 4203, 2089, 1056, 61
8151, 6, 5255, 5523, 7833, 7773, 1692, 1113
8161, 7, 6457, 9342, 9225, 11379, 1260, 67
8171, 3, 3931, 4236, 6472, 4432, 1662, 881
8181, 3, 4111, 3232, 4721, 3989, 1077, 65
8191, 6, 4900, 7194, 7539, 8796, 1259, 72
8201, 3, 3406, 3240, 5047, 3260, 1917, 1845
8211, 9, 6512, 8073, 9604, 11443, 2054, 1803
8221, 7, 5910, 7597, 8438, 9195, 1200, 65
8231, 2, 3983, 3236, 5162, 3812, 1669, 994
8241, 4, 3897, 4215, 6361, 5135, 1193, 69
8251, 6, 5739, 7599, 8836, 9204, 1782, 1054
8261, 6, 5119, 5363, 6877, 7645, 1879, 1711
8271, 6, 4507, 5813, 6051, 6115, 2220, 2373
8281, 7, 5060, 7466, 8432, 7818, 1724, 874
8291, 3, 4123, 3831, 5724, 4650, 1153, 68
8301, 9, 6699, 8291, 10049, 11964, 1233, 54
8311, 9, 6116, 8807, 10554, 10706, 1253, 53
8321, 5, 5181, 6071, 7481, 6248, 1199, 61
8331, 6, 5519, 6804, 8205, 7029, 1609, 979
8341, 5, 5138, 6167, 7362, 6198, 1090, 66
8351, 5, 4867, 5254, 6158, 6525, 1210, 68
8361, 3, 3550, 3339, 5991, 3972, 1581, 967
8371, 3, 3982, 3532, 4760, 4255, 1223, 66
8381, 3, 3669, 3479, 6219, 3951, 1595, 831
8391, 1, 2953, 1378, 3251, 1581, 1068, 66
8401, 3, 3346, 3131, 5571, 3567, 1483, 1018
8411, 2, 3944, 3525, 5067, 4278, 1526, 862
8421, 2, 3516, 3129, 5532, 4257, 1040, 57
8431, 4, 3893, 4351, 5335, 5238, 1743, 773
8441, 6, 4757, 5689, 7300, 7889, 1728, 821
8451, 3, 4048, 3646, 5135, 4219, 1761, 913
8461, 5, 5031, 5236, 7218, 6954, 1651, 891
8471, 4, 4508, 4571, 5820, 5520, 1760, 818
8481, 5, 4349, 5745, 7078, 7007, 1136, 59
8491, 3, 4054, 3557, 5094, 4364, 1161, 63
8501, 3, 3719, 4008, 6116, 4056, 1137, 60
8511, 4, 4424, 4338, 6134, 5193, 1612, 763
8521, 5, 5402, 6363, 7935, 7795, 1775, 1687
8531, 4, 4589, 4602, 6099, 5595, 1748, 872
8541, 5, 3985, 4958, 6204, 5130, 1691, 981
8551, 1, 3137, 1732, 4224, 2002, 1011, 66
8561, 2, 3402, 2438, 4053, 2861, 1119, 67
8571, 6, 4515, 6441, 7331, 7902, 1181, 61
8581, 2, 3705, 2833, 4452, 3346, 1894, 1712
8591, 2, 2938, 2167, 4333, 2416, 1673, 951
8601, 3, 3852, 3153, 5207, 3850, 1139, 63
8611, 2, 3810, 3235, 5705, 3875, 1107, 64
8621, 6, 5396, 6827, 8192, 8453, 1624, 893
8631, 1, 3194, 1756, 3644, 1793, 1106, 63
8641, 4, 4407, 5348, 7273, 5668, 1085, 63
8651, 2, 3734, 2805, 4524, 3114, 1125, 62
8661, 2, 3460, 3213, 5967, 3299, 1173, 62
8671, 5, 5010, 4759, 6843, 6526, 1909, 1609
8681, 3, 3827, 2723, 4414, 3861, 1678, 844
8691, 5, 4117, 5081, 6693, 6103, 1243, 68
8701, 8, 6665, 9462, 9892, 9864, 1886, 966
8711, 3, 4010, 3652, 5481, 3585, 1186, 65
8721, 5, 4591, 4432, 6263, 6148, 1252, 70
8731, 2, 3260, 1884, 4321, 2117, 1015, 61
8741, 5, 4804, 5387, 6858, 6498, 1788, 975
8751, 4, 4717, 4221, 6959, 6169, 1544, 947
8761, 7, 5648, 6082, 7232, 8758, 2234, 2344
8771, 4, 3522, 3217, 5296, 3786, 1581, 955
8781, 6, 5706, 7213, 8088, 8686, 1810, 969
8791, 12, 8339, 11666, 12569, 16461, 1466, 69
8801, 3, 4202, 3958, 5881, 4805, 1093, 61
8811, 3, 3770, 3270, 5107, 3794, 1714, 957
8821, 5, 4982, 5720, 7462, 5894, 1244, 61
8831, 4, 4589, 4551, 6575, 5503, 2282, 2624
8841, 5, 5116, 5281, 7736, 7432, 1214, 61
8851, 5, 5022, 4983, 7346, 7010, 2136, 1651
8861, 6, 5498, 6733, 7740, 8382, 1842, 1675
8871, 7, 5534, 6736, 7687, 8312, 1976, 1455
8881, 4, 5198, 6094, 7988, 7371, 2047, 1609
8891, 8, 7208, 7912, 9989, 11427, 2138, 1591
8901, 7, 6389, 8555, 9720, 10587, 1851, 1070
8911, 3, 3890, 3190, 4984, 3902, 1158, 66
8921, 3, 3994, 3484, 5465, 3596, 1168, 62
8931, 2, 3331, 2156, 4556, 2473, 1647, 958
8941, 3, 3997, 3545, 5525, 3640, 1046, 60
8951, 5, 4908, 5294, 6112, 6528, 1181, 60
8961, 3, 3613, 3173, 5777, 4263, 1616, 1104
8971, 7, 5525, 6843, 6963, 8252, 2126, 1531
8981, 6, 5250, 7588, 8882, 9294, 1230, 69
8991, 6, 5378, 5567, 7805, 6670, 2450, 2165
9001, 1, 2945, 1278, 3890, 1587, 994, 59
9011, 2, 3562, 2481, 4112, 2896, 1643, 975
9021, 6, 4912, 7103, 8339, 7413, 1278, 70
9031, 4, 4211, 3342, 5934, 4146, 1609, 858
9041, 3, 4071, 3490, 4731, 4264, 1561, 954
9051, 1, 2578, 1401, 3307, 1435, 1478, 798
9061, 6, 4852, 6760, 7306, 7281, 1698, 963
9071, 5, 4377, 5096, 5504, 6088, 1749, 866
9081, 3, 3667, 3931, 6093, 4063, 1148, 58
9091, 7, 5975, 7796, 8816, 9655, 1149, 68
9101, 1, 2974, 1252, 3500, 1395, 963, 58
9111, 2, 3482, 3154, 5778, 3353, 1102, 64
9121, 1, 2887, 1427, 3792, 1586, 1061, 66
9131, 2, 3562, 2159, 4940, 2619, 1136, 67
9141, 5, 4824, 5378, 6907, 6543, 1214, 64
9151, 7, 6185, 6939, 9149, 8423, 1292, 69
9161, 3, 3802, 2847, 5245, 3362, 1465, 947
9171, 1, 3160, 1562, 3616, 2044, 1031, 67
9181, 5, 4381, 5681, 7305, 6152, 1811, 846
9191, 3, 3562, 2484, 4750, 2799, 1154, 61
9201, 4, 4779, 4930, 6858, 6006, 1094, 61
9211, 3, 3858, 2786, 4634, 3306, 1229, 62
9221, 4, 3815, 3857, 5837, 4026, 1558, 947
9231, 2, 3719, 2381, 4744, 3421, 1104, 66
9241, 3, 3403, 3662, 5309, 4258, 1129, 57
9251, 4, 4560, 4001, 6377, 5579, 1588, 838
9261, 2, 3523, 2489, 4094, 2574, 1623, 985
9271, 3, 3944, 4225, 6621, 4350, 1167, 63
9281, 3, 4518, 4277, 6626, 5120, 1810, 869
9291, 4, 4667, 3998, 6651, 5698, 1570, 896
9301, 4, 4200, 3990, 4688, 4796, 1186, 66
9311, 4, 3548, 3957, 5472, 4767, 1808, 942
9321, 3, 4377, 3773, 6517, 4549, 1694, 952
9331, 5, 5211, 6085, 7914, 6183, 1139, 62
9341, 7, 5929, 8052, 7843, 9848, 1844, 960
9351, 4, 4112, 5040, 6914, 5166, 1745, 953
9361, 4, 4729, 4925, 7017, 6019, 1230, 60
9371, 10, 7073, 9132, 10732, 13130, 2826, 3891
9381, 3, 3720, 2846, 5025, 3022, 1034, 58
9391, 3, 3855, 3154, 4376, 3798, 1781, 1849
9401, 4, 3698, 3869, 4896, 4650, 1721, 1102
9411, 2, 3144, 2213, 5114, 2917, 1932, 1428
9421, 4, 4258, 3423, 5454, 4078, 1214, 67
9431, 4, 4860, 5011, 6929, 6109, 1727, 1017
9441, 9, 7721, 12254, 12310, 14933, 2097, 787
9451, 8, 6085, 8297, 8831, 10111, 1371, 66
9461, 1, 3125, 1735, 4195, 1771, 1583, 949
9471, 7, 6253, 7912, 8720, 9624, 2144, 1592
9481, 5, 5306, 6359, 7975, 6698, 1258, 66
9491, 5, 5193, 6051, 7800, 6361, 1932, 1002
9501, 2, 3627, 2782, 5015, 3336, 1690, 943
9511, 4, 4425, 3631, 6417, 5141, 1203, 62
9521, 8, 6127, 7323, 9138, 10038, 1918, 1686
9531, 5, 4940, 4931, 6620, 7065, 2299, 2274
9541, 5, 4112, 4644, 7148, 5488, 1070, 67
